01-Jan-2021,C,T,W,2960,A Tan
03-Jan-2021,C,T,0,1980,B Smith
04-Jan-2021,T,0,0,1200,L Perkins
07-Jan-2021,C,T,W,2960,J King
08-Jan-2021,C,0,0,1000,H Singh
09-Jan-2021,T,0,0,1200,A Khan
11-Jan-2021,C,0,0,1000,L Li
12-Jan-2021,C,T,0,1980,B Scott
12-Jan-2021,C,T,W,2960,P Pepper
13-Jan-2021,C,0,0,1000,G Robb
14-Jan-2021,W,0,0,1500,K Ali
15-Jan-2021,C,T,0,1980,S Townsend
17-Jan-2021,T,W,0,2430,T Thompson
18-Jan-2021,T,0,0,1200,Z Fitzgerald
19-Jan-2021,C,T,0,1980,O Newton
20-Jan-2021,W,0,0,1500,W Williams
20-Jan-2021,T,W,0,2430,Y Gray
21-Jan-2021,T,0,0,1200,A Hobson
21-Jan-2021,C,0,0,1000,M Gray
25-Jan-2021,W,0,0,1500,A Young
26-Jan-2021,T,0,0,1200,E Lively
26-Jan-2021,C,T,0,1980,F Stothers
27-Jan-2021,T,0,0,1200,I White
27-Jan-2021,C,T,W,2960,J Hernandez
27-Jan-2021,C,T,W,2960,M Shah
28-Jan-2021,C,0,0,1000,U Islam
29-Jan-2021,T,0,0,1200,L Croft
01-Feb-2021,T,0,0,1200,P Devi
01-Feb-2021,T,W,0,2430,L Knope
01-Feb-2021,T,0,0,1200,R Swanson
01-Feb-2021,C,T,0,1980,A Dwyer
03-Feb-2021,T,0,0,1200,B Chen
04-Feb-2021,T,W,0,2430,L Liu
05-Feb-2021,T,0,0,1200,P Rashad
05-Feb-2021,C,T,W,2960,R Perez
07-Feb-2021,T,0,0,1200,I Ahmed
08-Feb-2021,C,T,0,1980,D Smith
09-Feb-2021,W,0,0,1500,A Johnson
11-Feb-2021,C,0,0,1000,L O'Donnell
12-Feb-2021,T,W,0,2430,B Murphy
12-Feb-2021,C,T,0,1980,P Garcia
13-Feb-2021,T,0,0,1200,G Kaur
14-Feb-2021,C,T,0,1980,K Rodriguez
15-Feb-2021,C,T,W,2960,S Hassan
17-Feb-2021,T,0,0,1200,F Thompson
17-Feb-2021,C,0,0,1000,T Sanderson
18-Feb-2021,T,W,0,2430,S Oz
18-Feb-2021,T,0,0,1200,H Marsters
18-Feb-2021,W,0,0,1500,Z Summer
19-Feb-2021,T,0,0,1200,O Winters
20-Feb-2021,W,0,0,1500,W Dougherty
20-Feb-2021,W,0,0,1500,E Gray
21-Feb-2021,W,0,0,1500,A Jenkins
21-Feb-2021,T,W,0,2430,M Black
25-Feb-2021,T,0,0,1200,A Sawyers
26-Feb-2021,T,0,0,1200,J March
26-Feb-2021,C,T,W,2960,L Jordison
27-Feb-2021,C,0,0,1000,P Bates
27-Feb-2021,C,T,0,1980,C English
27-Feb-2021,T,0,0,1200,S Duncan
27-Feb-2021,C,0,0,1000,S Bayer
27-Feb-2021,T,0,0,1200,K Hersh
27-Feb-2021,T,0,0,1200,T Donelly
28-Feb-2021,C,T,0,1980,U Owens
28-Feb-2021,W,0,0,1500,D Singh
28-Feb-2021,T,W,0,2430,C Donovan
28-Feb-2021,C,T,0,1980,M Bering
28-Feb-2021,C,T,0,1980,H Wells
01-Mar-2021,C,T,W,2960,E Tanner
01-Mar-2021,C,T,W,2960,J Winterson
01-Mar-2021,T,0,0,1200,M Rahman
01-Mar-2021,C,0,0,1000,P Hussain
01-Mar-2021,T,0,0,1200,E Wren
01-Mar-2021,C,0,0,1000,H Carter
01-Mar-2021,W,0,0,1500,R Dawkins
01-Mar-2021,W,0,0,1500,H Hoover
01-Mar-2021,T,0,0,1200,R Parks
01-Mar-2021,C,T,0,1980,M King
01-Mar-2021,C,W,0,2250,A Perkins
01-Mar-2021,C,T,0,1980,N Fielding
03-Mar-2021,C,T,W,2960,P Leith
04-Mar-2021,T,0,0,1200,D Barrymore
05-Mar-2021,C,W,0,2250,C Diaz
05-Mar-2021,C,0,0,1000,M Lucas
07-Mar-2021,W,0,0,1500,P Hollywood
08-Mar-2021,T,W,0,2430,E Windsor
09-Mar-2021,C,T,0,1980,H Markham
11-Mar-2021,T,0,0,1200,C Custy
12-Mar-2021,W,0,0,1500,M Millar
12-Mar-2021,C,T,0,1980,P Miller
13-Mar-2021,C,T,0,1980,D Russell
14-Mar-2021,C,W,0,2250,R Harty
15-Mar-2021,C,W,0,2250,D Narcizo
17-Mar-2021,T,0,0,1200,L Langston
17-Mar-2021,C,T,0,1980,B Francis
18-Mar-2021,C,W,0,2250,K Deal
18-Mar-2021,C,T,0,1980,J Santiago
18-Mar-2021,T,W,0,2430,C Watson
19-Mar-2021,C,0,0,1000,B Campbell
20-Mar-2021,W,0,0,1500,L Lawless
20-Mar-2021,T,0,0,1200,R O'Connor
20-Mar-2021,C,0,0,1000,S Sanchez
20-Mar-2021,C,W,0,2250,J Hackett
20-Mar-2021,T,W,0,2430,D Maguire
20-Mar-2021,C,T,W,2960,D Dobson
20-Mar-2021,W,0,0,1500,G King
20-Mar-2021,T,W,0,2430,J Smith
21-Mar-2021,T,0,0,1200,S Thomas
21-Mar-2021,T,0,0,1200,L Lowenstein
21-Mar-2021,C,T,0,1980,D Harry
21-Mar-2021,C,W,0,2250,J Lydon
21-Mar-2021,C,0,0,1000,P Cook
21-Mar-2021,W,0,0,1500,E Bell
21-Mar-2021,C,T,0,1980,J Bailey
25-Mar-2021,T,0,0,1200,A Sanchez
26-Mar-2021,C,T,0,1980,S Graf
26-Mar-2021,T,W,0,2430,P Latimer
27-Mar-2021,C,T,0,1980,N Tuffnell
27-Mar-2021,C,W,0,2250,D St Hubbins
27-Mar-2021,T,0,0,1200,A Huston
27-Mar-2021,C,0,0,1000,J Kelly
27-Mar-2021,C,T,W,2960,T Fay
27-Mar-2021,C,W,0,2250,B Fantana
28-Mar-2021,T,0,0,1200,R Burgundy
28-Mar-2021,T,W,0,2430,D Lovering
28-Mar-2021,C,T,0,1980,P Parker
29-Mar-2021,T,0,0,1200,S Strange
30-Mar-2021,C,T,0,1980,T Swinton
01-Apr-2021,C,W,0,2250,A Tan
03-Apr-2021,C,T,0,1980,B Smith
04-Apr-2021,C,0,0,1000,L Perkins
07-Apr-2021,T,0,0,1200,J King
08-Apr-2021,C,0,0,1000,H Singh
09-Apr-2021,T,W,0,2430,A Khan
11-Apr-2021,C,T,W,2960,L Li
12-Apr-2021,C,T,W,2960,B Scott
12-Apr-2021,C,W,0,2250,P Pepper
13-Apr-2021,C,T,0,1980,G Robb
14-Apr-2021,T,0,0,1200,K Ali
15-Apr-2021,C,T,0,1980,S Townsend
17-Apr-2021,C,T,0,1980,T Thompson
18-Apr-2021,C,0,0,1000,Z Fitzgerald
19-Apr-2021,W,0,0,1500,O Newton
20-Apr-2021,W,0,0,1500,W Williams
20-Apr-2021,C,0,0,1000,Y Gray
21-Apr-2021,C,W,0,2250,A Hobson
21-Apr-2021,T,W,0,2430,M Gray
25-Apr-2021,T,0,0,1200,A Young
26-Apr-2021,C,T,0,1980,E Lively
26-Apr-2021,T,W,0,2430,F Stothers
27-Apr-2021,C,T,0,1980,I White
